name,type,value,date
14,,171,2019-08-08,
15,,137,2019-08-08,
16,,98,2019-08-08,
17,,39,2019-08-08,
18,,45,2019-08-08,
19,,23,2019-08-08,
20,,11,2019-08-08,
21,,9,2019-08-08,
22,,11,2019-08-08,
23,,25,2019-08-08,
0,,40,2019-08-09,
1,,203,2019-08-09,
2,,222,2019-08-09,
3,,263,2019-08-09,
4,,179,2019-08-09,
5,,169,2019-08-09,
6,,175,2019-08-09,
7,,183,2019-08-09,
8,,193,2019-08-09,
9,,142,2019-08-09,
10,,203,2019-08-09,
11,,191,2019-08-09,
12,,103,2019-08-09,
13,,139,2019-08-09,
14,,171,2019-08-09,
15,,137,2019-08-09,
16,,98,2019-08-09,
17,,40,2019-08-09,
18,,45,2019-08-09,
19,,23,2019-08-09,
20,,11,2019-08-09,
21,,9,2019-08-09,
22,,11,2019-08-09,
23,,25,2019-08-09,
0,,40,2019-08-10,
1,,203,2019-08-10,
2,,222,2019-08-10,
3,,263,2019-08-10,
4,,179,2019-08-10,
5,,169,2019-08-10,
6,,175,2019-08-10,
7,,183,2019-08-10,
8,,193,2019-08-10,
9,,142,2019-08-10,
10,,203,2019-08-10,
11,,191,2019-08-10,
12,,103,2019-08-10,
13,,139,2019-08-10,
14,,171,2019-08-10,
15,,137,2019-08-10,
16,,98,2019-08-10,
17,,40,2019-08-10,
18,,45,2019-08-10,
19,,23,2019-08-10,
20,,11,2019-08-10,
21,,9,2019-08-10,
22,,11,2019-08-10,
23,,25,2019-08-10,
0,,40,2019-08-11,
1,,203,2019-08-11,
2,,222,2019-08-11,
3,,263,2019-08-11,
4,,179,2019-08-11,
5,,169,2019-08-11,
6,,175,2019-08-11,
7,,183,2019-08-11,
8,,194,2019-08-11,
9,,142,2019-08-11,
10,,203,2019-08-11,
11,,191,2019-08-11,
12,,103,2019-08-11,
13,,139,2019-08-11,
14,,171,2019-08-11,
15,,137,2019-08-11,
16,,98,2019-08-11,
17,,40,2019-08-11,
18,,45,2019-08-11,
19,,23,2019-08-11,
20,,11,2019-08-11,
21,,9,2019-08-11,
22,,11,2019-08-11,
23,,25,2019-08-11,
0,,40,2019-08-12,
1,,203,2019-08-12,
2,,222,2019-08-12,
3,,263,2019-08-12,
4,,179,2019-08-12,
5,,169,2019-08-12,
6,,175,2019-08-12,
7,,183,2019-08-12,
8,,194,2019-08-12,
9,,142,2019-08-12,
10,,203,2019-08-12,
11,,191,2019-08-12,
12,,103,2019-08-12,
13,,139,2019-08-12,
14,,171,2019-08-12,
15,,138,2019-08-12,
16,,98,2019-08-12,
17,,40,2019-08-12,
18,,45,2019-08-12,
19,,23,2019-08-12,
20,,11,2019-08-12,
21,,9,2019-08-12,
22,,11,2019-08-12,
23,,25,2019-08-12,
0,,40,2019-08-13,
1,,203,2019-08-13,
2,,222,2019-08-13,
3,,263,2019-08-13,
4,,179,2019-08-13,
5,,169,2019-08-13,
6,,175,2019-08-13,
7,,183,2019-08-13,
8,,194,2019-08-13,
9,,142,2019-08-13,
10,,203,2019-08-13,
11,,191,2019-08-13,
12,,103,2019-08-13,
13,,139,2019-08-13,
14,,171,2019-08-13,
15,,138,2019-08-13,
16,,98,2019-08-13,
17,,40,2019-08-13,
18,,45,2019-08-13,
19,,23,2019-08-13,
20,,11,2019-08-13,
21,,9,2019-08-13,
22,,11,2019-08-13,
23,,25,2019-08-13,
0,,40,2019-08-14,
1,,203,2019-08-14,
2,,222,2019-08-14,
3,,263,2019-08-14,
4,,179,2019-08-14,
5,,169,2019-08-14,
6,,175,2019-08-14,
7,,183,2019-08-14,
8,,194,2019-08-14,
9,,142,2019-08-14,
10,,203,2019-08-14,
11,,191,2019-08-14,
12,,103,2019-08-14,
13,,139,2019-08-14,
14,,171,2019-08-14,
15,,138,2019-08-14,
16,,98,2019-08-14,
17,,40,2019-08-14,
18,,45,2019-08-14,
19,,23,2019-08-14,
20,,11,2019-08-14,
21,,9,2019-08-14,
22,,11,2019-08-14,
23,,25,2019-08-14,
0,,41,2019-08-15,
1,,203,2019-08-15,
2,,222,2019-08-15,
3,,263,2019-08-15,
4,,179,2019-08-15,
5,,169,2019-08-15,
6,,175,2019-08-15,
7,,183,2019-08-15,
8,,194,2019-08-15,
9,,142,2019-08-15,
10,,203,2019-08-15,
11,,191,2019-08-15,
12,,103,2019-08-15,
13,,139,2019-08-15,
14,,171,2019-08-15,
15,,138,2019-08-15,
16,,98,2019-08-15,
17,,40,2019-08-15,
18,,45,2019-08-15,
19,,23,2019-08-15,
20,,11,2019-08-15,
21,,9,2019-08-15,
22,,11,2019-08-15,
23,,25,2019-08-15,
0,,41,2019-08-16,
1,,203,2019-08-16,
2,,222,2019-08-16,
3,,263,2019-08-16,
4,,179,2019-08-16,
5,,169,2019-08-16,
6,,175,2019-08-16,
7,,183,2019-08-16,
8,,194,2019-08-16,
9,,142,2019-08-16,
10,,203,2019-08-16,
11,,191,2019-08-16,
12,,103,2019-08-16,
13,,139,2019-08-16,
14,,171,2019-08-16,
15,,138,2019-08-16,
16,,98,2019-08-16,
17,,40,2019-08-16,
18,,45,2019-08-16,
19,,23,2019-08-16,
20,,11,2019-08-16,
21,,9,2019-08-16,
22,,11,2019-08-16,
23,,25,2019-08-16,
0,,41,2019-08-17,
1,,203,2019-08-17,
2,,222,2019-08-17,
3,,263,2019-08-17,
4,,179,2019-08-17,
5,,169,2019-08-17,
6,,175,2019-08-17,
7,,183,2019-08-17,
8,,194,2019-08-17,
9,,142,2019-08-17,
10,,203,2019-08-17,
11,,191,2019-08-17,
12,,103,2019-08-17,
13,,139,2019-08-17,
14,,171,2019-08-17,
15,,138,2019-08-17,
16,,98,2019-08-17,
17,,40,2019-08-17,
18,,45,2019-08-17,
19,,23,2019-08-17,
20,,11,2019-08-17,
21,,9,2019-08-17,
22,,11,2019-08-17,
23,,25,2019-08-17,
0,,41,2019-08-18,
1,,203,2019-08-18,
2,,222,2019-08-18,
3,,263,2019-08-18,
4,,179,2019-08-18,
5,,169,2019-08-18,
6,,175,2019-08-18,
7,,183,2019-08-18,
8,,194,2019-08-18,
9,,142,2019-08-18,
10,,203,2019-08-18,
11,,191,2019-08-18,
12,,103,2019-08-18,
13,,139,2019-08-18,
14,,171,2019-08-18,
15,,138,2019-08-18,
16,,98,2019-08-18,
17,,40,2019-08-18,
18,,45,2019-08-18,
19,,23,2019-08-18,
20,,11,2019-08-18,
21,,9,2019-08-18,
22,,11,2019-08-18,
23,,25,2019-08-18,
0,,41,2019-08-19,
1,,203,2019-08-19,
2,,222,2019-08-19,
3,,263,2019-08-19,
4,,179,2019-08-19,
5,,169,2019-08-19,
6,,175,2019-08-19,
7,,183,2019-08-19,
8,,195,2019-08-19,
9,,142,2019-08-19,
10,,203,2019-08-19,
11,,191,2019-08-19,
12,,103,2019-08-19,
13,,139,2019-08-19,
14,,171,2019-08-19,
15,,138,2019-08-19,
16,,98,2019-08-19,
17,,40,2019-08-19,
18,,45,2019-08-19,
19,,23,2019-08-19,
20,,11,2019-08-19,
21,,9,2019-08-19,
22,,11,2019-08-19,
23,,25,2019-08-19,
0,,41,2019-08-20,
1,,203,2019-08-20,
2,,222,2019-08-20,
3,,263,2019-08-20,
4,,179,2019-08-20,
5,,169,2019-08-20,
6,,175,2019-08-20,
7,,183,2019-08-20,
8,,195,2019-08-20,
9,,142,2019-08-20,
10,,203,2019-08-20,
11,,191,2019-08-20,
12,,103,2019-08-20,
13,,139,2019-08-20,
14,,171,2019-08-20,
15,,138,2019-08-20,
16,,98,2019-08-20,
17,,40,2019-08-20,
18,,45,2019-08-20,
19,,23,2019-08-20,
20,,11,2019-08-20,
21,,9,2019-08-20,
22,,11,2019-08-20,
23,,25,2019-08-20,
0,,41,2019-08-21,
1,,203,2019-08-21,
2,,222,2019-08-21,
3,,263,2019-08-21,
4,,179,2019-08-21,
5,,169,2019-08-21,
6,,175,2019-08-21,
7,,183,2019-08-21,
8,,195,2019-08-21,
9,,142,2019-08-21,
10,,203,2019-08-21,
11,,191,2019-08-21,
12,,103,2019-08-21,
13,,139,2019-08-21,
14,,171,2019-08-21,
15,,138,2019-08-21,
16,,98,2019-08-21,
17,,40,2019-08-21,
18,,45,2019-08-21,
19,,23,2019-08-21,
20,,11,2019-08-21,
21,,9,2019-08-21,
22,,11,2019-08-21,
23,,25,2019-08-21,
0,,41,2019-08-22,
1,,203,2019-08-22,
2,,222,2019-08-22,
3,,263,2019-08-22,
4,,179,2019-08-22,
5,,169,2019-08-22,
6,,175,2019-08-22,
7,,183,2019-08-22,
8,,195,2019-08-22,
9,,142,2019-08-22,
10,,203,2019-08-22,
11,,191,2019-08-22,
12,,103,2019-08-22,
13,,139,2019-08-22,
14,,171,2019-08-22,
15,,138,2019-08-22,
16,,98,2019-08-22,
17,,40,2019-08-22,
18,,45,2019-08-22,
19,,23,2019-08-22,
20,,11,2019-08-22,
21,,9,2019-08-22,
22,,11,2019-08-22,
23,,25,2019-08-22,
0,,41,2019-08-23,
1,,203,2019-08-23,
2,,222,2019-08-23,
3,,263,2019-08-23,
4,,180,2019-08-23,
5,,169,2019-08-23,
6,,175,2019-08-23,
7,,183,2019-08-23,
8,,195,2019-08-23,
9,,142,2019-08-23,
10,,203,2019-08-23,
11,,191,2019-08-23,
12,,103,2019-08-23,
13,,139,2019-08-23,
14,,171,2019-08-23,
15,,138,2019-08-23,
16,,98,2019-08-23,
17,,40,2019-08-23,
18,,45,2019-08-23,
19,,23,2019-08-23,
20,,11,2019-08-23,
21,,9,2019-08-23,
22,,11,2019-08-23,
23,,25,2019-08-23,
0,,41,2019-08-24,
1,,203,2019-08-24,
2,,222,2019-08-24,
3,,263,2019-08-24,
4,,180,2019-08-24,
5,,169,2019-08-24,
6,,175,2019-08-24,
7,,183,2019-08-24,
8,,195,2019-08-24,
9,,142,2019-08-24,
10,,203,2019-08-24,
11,,191,2019-08-24,
12,,103,2019-08-24,
13,,139,2019-08-24,
14,,171,2019-08-24,
15,,138,2019-08-24,
16,,98,2019-08-24,
17,,40,2019-08-24,
18,,45,2019-08-24,
19,,23,2019-08-24,
20,,11,2019-08-24,
21,,9,2019-08-24,
22,,11,2019-08-24,
23,,25,2019-08-24,
0,,41,2019-08-25,
1,,203,2019-08-25,
2,,222,2019-08-25,
3,,263,2019-08-25,
4,,180,2019-08-25,
5,,169,2019-08-25,
6,,175,2019-08-25,
7,,183,2019-08-25,
8,,195,2019-08-25,
9,,142,2019-08-25,
10,,203,2019-08-25,
11,,191,2019-08-25,
12,,103,2019-08-25,
13,,139,2019-08-25,
14,,171,2019-08-25,
15,,138,2019-08-25,
16,,98,2019-08-25,
17,,40,2019-08-25,
18,,45,2019-08-25,
19,,23,2019-08-25,
20,,11,2019-08-25,
21,,9,2019-08-25,
22,,11,2019-08-25,
23,,25,2019-08-25,
0,,41,2019-08-26,
1,,203,2019-08-26,
2,,222,2019-08-26,
3,,263,2019-08-26,
4,,180,2019-08-26,
5,,169,2019-08-26,
6,,175,2019-08-26,
7,,183,2019-08-26,
8,,195,2019-08-26,
9,,142,2019-08-26,
10,,203,2019-08-26,
11,,191,2019-08-26,
12,,103,2019-08-26,
13,,139,2019-08-26,
14,,171,2019-08-26,
15,,138,2019-08-26,
16,,98,2019-08-26,
17,,40,2019-08-26,
18,,45,2019-08-26,
19,,23,2019-08-26,
20,,11,2019-08-26,
21,,9,2019-08-26,
22,,11,2019-08-26,
23,,25,2019-08-26,
0,,41,2019-08-27,
1,,203,2019-08-27,
2,,222,2019-08-27,
3,,263,2019-08-27,
4,,181,2019-08-27,
5,,169,2019-08-27,
6,,175,2019-08-27,
7,,183,2019-08-27,
8,,195,2019-08-27,
9,,142,2019-08-27,
10,,203,2019-08-27,
11,,191,2019-08-27,
12,,103,2019-08-27,
13,,139,2019-08-27,
14,,171,2019-08-27,
15,,138,2019-08-27,
16,,98,2019-08-27,
17,,40,2019-08-27,
18,,45,2019-08-27,
19,,23,2019-08-27,
20,,11,2019-08-27,
21,,9,2019-08-27,
22,,11,2019-08-27,
23,,25,2019-08-27,
0,,41,2019-08-28,
1,,203,2019-08-28,
2,,222,2019-08-28,
3,,263,2019-08-28,
4,,181,2019-08-28,
5,,169,2019-08-28,
6,,175,2019-08-28,
7,,183,2019-08-28,
8,,196,2019-08-28,
9,,142,2019-08-28,
10,,205,2019-08-28,
11,,192,2019-08-28,
12,,104,2019-08-28,
13,,139,2019-08-28,
14,,171,2019-08-28,
15,,138,2019-08-28,
16,,98,2019-08-28,
17,,40,2019-08-28,
18,,45,2019-08-28,
19,,23,2019-08-28,
20,,11,2019-08-28,
21,,9,2019-08-28,
22,,11,2019-08-28,
23,,25,2019-08-28,
0,,41,2019-08-29,
1,,203,2019-08-29,
2,,222,2019-08-29,
3,,263,2019-08-29,
4,,181,2019-08-29,
5,,169,2019-08-29,
6,,175,2019-08-29,
7,,183,2019-08-29,
8,,196,2019-08-29,
9,,142,2019-08-29,
10,,205,2019-08-29,
11,,192,2019-08-29,
12,,104,2019-08-29,
13,,139,2019-08-29,
14,,171,2019-08-29,
15,,138,2019-08-29,
16,,98,2019-08-29,
17,,40,2019-08-29,
18,,45,2019-08-29,
19,,23,2019-08-29,
20,,11,2019-08-29,
21,,9,2019-08-29,
22,,11,2019-08-29,
23,,25,2019-08-29,
0,,41,2019-08-30,
1,,203,2019-08-30,
2,,222,2019-08-30,
3,,263,2019-08-30,
4,,181,2019-08-30,
5,,169,2019-08-30,
6,,175,2019-08-30,
7,,183,2019-08-30,
8,,196,2019-08-30,
9,,142,2019-08-30,
10,,205,2019-08-30,
11,,192,2019-08-30,
12,,104,2019-08-30,
13,,139,2019-08-30,
14,,171,2019-08-30,
15,,138,2019-08-30,
16,,98,2019-08-30,
17,,40,2019-08-30,
18,,45,2019-08-30,
19,,23,2019-08-30,
20,,11,2019-08-30,
21,,9,2019-08-30,
22,,11,2019-08-30,
23,,25,2019-08-30,
0,,41,2019-08-31,
1,,203,2019-08-31,
2,,222,2019-08-31,
3,,263,2019-08-31,
4,,181,2019-08-31,
5,,169,2019-08-31,
6,,175,2019-08-31,
7,,183,2019-08-31,
8,,196,2019-08-31,
9,,142,2019-08-31,
10,,205,2019-08-31,
11,,192,2019-08-31,
12,,104,2019-08-31,
13,,139,2019-08-31,
14,,171,2019-08-31,
15,,138,2019-08-31,
16,,98,2019-08-31,
17,,40,2019-08-31,
18,,45,2019-08-31,
19,,23,2019-08-31,
20,,11,2019-08-31,
21,,9,2019-08-31,
22,,11,2019-08-31,
23,,25,2019-08-31,
0,,41,2019-09-01,
1,,203,2019-09-01,
2,,222,2019-09-01,
3,,263,2019-09-01,
4,,181,2019-09-01,
5,,169,2019-09-01,
6,,175,2019-09-01,
7,,183,2019-09-01,
8,,196,2019-09-01,
9,,142,2019-09-01,
10,,205,2019-09-01,
11,,192,2019-09-01,
12,,104,2019-09-01,
13,,139,2019-09-01,
14,,171,2019-09-01,
15,,138,2019-09-01,
16,,98,2019-09-01,
17,,40,2019-09-01,
18,,45,2019-09-01,
19,,23,2019-09-01,
20,,11,2019-09-01,
21,,9,2019-09-01,
22,,11,2019-09-01,
23,,25,2019-09-01,
0,,41,2019-09-02,
1,,203,2019-09-02,
2,,222,2019-09-02,
3,,263,2019-09-02,
4,,181,2019-09-02,
5,,169,2019-09-02,
6,,178,2019-09-02,
7,,183,2019-09-02,
8,,196,2019-09-02,
9,,143,2019-09-02,
10,,205,2019-09-02,
11,,192,2019-09-02,
12,,104,2019-09-02,
13,,139,2019-09-02,
14,,171,2019-09-02,
15,,138,2019-09-02,
16,,98,2019-09-02,
17,,40,2019-09-02,
18,,45,2019-09-02,
19,,23,2019-09-02,
20,,11,2019-09-02,
21,,9,2019-09-02,
22,,11,2019-09-02,
23,,25,2019-09-02,
0,,41,2019-09-03,
1,,203,2019-09-03,
2,,222,2019-09-03,
3,,263,2019-09-03,
4,,181,2019-09-03,
5,,169,2019-09-03,
6,,178,2019-09-03,
7,,183,2019-09-03,
8,,196,2019-09-03,
9,,166,2019-09-03,
10,,205,2019-09-03,
11,,192,2019-09-03,
12,,104,2019-09-03,
13,,139,2019-09-03,
14,,171,2019-09-03,
15,,138,2019-09-03,
16,,98,2019-09-03,
17,,40,2019-09-03,
18,,45,2019-09-03,
19,,23,2019-09-03,
20,,11,2019-09-03,
21,,9,2019-09-03,
22,,11,2019-09-03,
23,,25,2019-09-03,
0,,41,2019-09-04,
1,,203,2019-09-04,
2,,222,2019-09-04,
3,,263,2019-09-04,
4,,181,2019-09-04,
5,,169,2019-09-04,
6,,178,2019-09-04,
7,,183,2019-09-04,
8,,196,2019-09-04,
9,,166,2019-09-04,
10,,205,2019-09-04,
11,,192,2019-09-04,
12,,104,2019-09-04,
13,,139,2019-09-04,
14,,171,2019-09-04,
15,,138,2019-09-04,
16,,98,2019-09-04,
17,,40,2019-09-04,
18,,45,2019-09-04,
19,,23,2019-09-04,
20,,11,2019-09-04,
21,,9,2019-09-04,
22,,11,2019-09-04,
23,,25,2019-09-04,
0,,41,2019-09-05,
1,,203,2019-09-05,
2,,222,2019-09-05,
3,,263,2019-09-05,
4,,181,2019-09-05,
5,,169,2019-09-05,
6,,178,2019-09-05,
7,,183,2019-09-05,
8,,196,2019-09-05,
9,,166,2019-09-05,
10,,205,2019-09-05,
11,,192,2019-09-05,
12,,104,2019-09-05,
13,,139,2019-09-05,
14,,171,2019-09-05,
15,,138,2019-09-05,
16,,98,2019-09-05,
17,,40,2019-09-05,
18,,45,2019-09-05,
19,,23,2019-09-05,
20,,11,2019-09-05,
21,,9,2019-09-05,
22,,11,2019-09-05,
23,,25,2019-09-05,
0,,41,2019-09-06,
1,,203,2019-09-06,
2,,222,2019-09-06,
3,,263,2019-09-06,
4,,181,2019-09-06,
5,,169,2019-09-06,
6,,178,2019-09-06,
7,,183,2019-09-06,
8,,196,2019-09-06,
9,,166,2019-09-06,
10,,205,2019-09-06,
11,,192,2019-09-06,
12,,104,2019-09-06,
13,,139,2019-09-06,
14,,171,2019-09-06,
15,,138,2019-09-06,
16,,98,2019-09-06,
17,,40,2019-09-06,
18,,45,2019-09-06,
19,,23,2019-09-06,
20,,11,2019-09-06,
21,,9,2019-09-06,
22,,11,2019-09-06,
23,,25,2019-09-06,
0,,41,2019-09-07,
1,,203,2019-09-07,
2,,222,2019-09-07,
3,,263,2019-09-07,
4,,181,2019-09-07,
5,,169,2019-09-07,
6,,178,2019-09-07,
7,,183,2019-09-07,
8,,196,2019-09-07,
9,,166,2019-09-07,
10,,205,2019-09-07,
11,,192,2019-09-07,
12,,104,2019-09-07,
13,,139,2019-09-07,
14,,171,2019-09-07,
15,,138,2019-09-07,
16,,98,2019-09-07,
17,,40,2019-09-07,
18,,45,2019-09-07,
19,,23,2019-09-07,
20,,11,2019-09-07,
21,,9,2019-09-07,
22,,11,2019-09-07,
23,,25,2019-09-07,
0,,41,2019-09-08,
1,,203,2019-09-08,
2,,222,2019-09-08,
3,,263,2019-09-08,
4,,181,2019-09-08,
5,,169,2019-09-08,
6,,178,2019-09-08,
7,,183,2019-09-08,
8,,196,2019-09-08,
9,,166,2019-09-08,
10,,205,2019-09-08,
11,,194,2019-09-08,
12,,104,2019-09-08,
13,,139,2019-09-08,
14,,171,2019-09-08,
15,,138,2019-09-08,
16,,98,2019-09-08,
17,,40,2019-09-08,
18,,45,2019-09-08,
19,,23,2019-09-08,
20,,11,2019-09-08,
21,,9,2019-09-08,
22,,11,2019-09-08,
23,,25,2019-09-08,
0,,41,2019-09-09,
1,,203,2019-09-09,
2,,222,2019-09-09,
3,,263,2019-09-09,
4,,181,2019-09-09,
5,,169,2019-09-09,
6,,178,2019-09-09,
7,,183,2019-09-09,
8,,196,2019-09-09,
9,,166,2019-09-09,
10,,205,2019-09-09,
11,,194,2019-09-09,
12,,104,2019-09-09,
13,,139,2019-09-09,
14,,171,2019-09-09,
15,,138,2019-09-09,
16,,98,2019-09-09,
17,,40,2019-09-09,
18,,45,2019-09-09,
19,,23,2019-09-09,
20,,11,2019-09-09,
21,,9,2019-09-09,
22,,11,2019-09-09,
23,,25,2019-09-09,
0,,41,2019-09-10,
1,,203,2019-09-10,
2,,222,2019-09-10,
3,,263,2019-09-10,
4,,181,2019-09-10,
5,,169,2019-09-10,
6,,178,2019-09-10,
7,,183,2019-09-10,
8,,196,2019-09-10,
9,,166,2019-09-10,
10,,205,2019-09-10,
11,,194,2019-09-10,
12,,104,2019-09-10,
13,,139,2019-09-10,
14,,171,2019-09-10,
15,,138,2019-09-10,
16,,98,2019-09-10,
17,,40,2019-09-10,
18,,45,2019-09-10,
19,,23,2019-09-10,
20,,11,2019-09-10,
21,,9,2019-09-10,
22,,11,2019-09-10,
23,,25,2019-09-10,
0,,41,2019-09-11,
1,,203,2019-09-11,
2,,222,2019-09-11,
3,,263,2019-09-11,
4,,181,2019-09-11,
5,,169,2019-09-11,
6,,178,2019-09-11,
7,,183,2019-09-11,
8,,196,2019-09-11,
9,,166,2019-09-11,
10,,205,2019-09-11,
11,,194,2019-09-11,
12,,104,2019-09-11,
13,,139,2019-09-11,
14,,171,2019-09-11,
15,,138,2019-09-11,
16,,98,2019-09-11,
17,,40,2019-09-11,
18,,45,2019-09-11,
19,,23,2019-09-11,
20,,11,2019-09-11,
21,,9,2019-09-11,
22,,11,2019-09-11,
23,,25,2019-09-11,
0,,41,2019-09-12,
1,,203,2019-09-12,
2,,222,2019-09-12,
3,,263,2019-09-12,
4,,181,2019-09-12,
5,,169,2019-09-12,
6,,178,2019-09-12,
7,,183,2019-09-12,
8,,196,2019-09-12,
9,,166,2019-09-12,
10,,205,2019-09-12,
11,,194,2019-09-12,
12,,104,2019-09-12,
13,,139,2019-09-12,
14,,171,2019-09-12,
15,,138,2019-09-12,
16,,98,2019-09-12,
17,,40,2019-09-12,
18,,45,2019-09-12,
19,,23,2019-09-12,
20,,11,2019-09-12,
21,,9,2019-09-12,
22,,11,2019-09-12,
23,,25,2019-09-12,
0,,41,2019-09-13,
1,,203,2019-09-13,
2,,222,2019-09-13,
3,,263,2019-09-13,
4,,181,2019-09-13,
5,,169,2019-09-13,
6,,178,2019-09-13,
7,,183,2019-09-13,
8,,196,2019-09-13,
9,,166,2019-09-13,
10,,205,2019-09-13,
11,,194,2019-09-13,
12,,104,2019-09-13,
13,,139,2019-09-13,
14,,171,2019-09-13,
15,,138,2019-09-13,
16,,98,2019-09-13,
17,,40,2019-09-13,
18,,45,2019-09-13,
19,,23,2019-09-13,
20,,11,2019-09-13,
21,,9,2019-09-13,
22,,11,2019-09-13,
23,,25,2019-09-13,
0,,41,2019-09-14,
1,,203,2019-09-14,
2,,222,2019-09-14,
3,,263,2019-09-14,
4,,181,2019-09-14,
5,,169,2019-09-14,
6,,178,2019-09-14,
7,,183,2019-09-14,
8,,196,2019-09-14,
9,,166,2019-09-14,
10,,205,2019-09-14,
11,,194,2019-09-14,
12,,104,2019-09-14,
13,,139,2019-09-14,
14,,171,2019-09-14,
15,,138,2019-09-14,
16,,98,2019-09-14,
17,,40,2019-09-14,
18,,45,2019-09-14,
19,,23,2019-09-14,
20,,11,2019-09-14,
21,,9,2019-09-14,
22,,11,2019-09-14,
23,,25,2019-09-14,
0,,41,2019-09-15,
1,,203,2019-09-15,
2,,222,2019-09-15,
3,,263,2019-09-15,
4,,181,2019-09-15,
5,,169,2019-09-15,
6,,178,2019-09-15,
7,,183,2019-09-15,
8,,196,2019-09-15,
9,,166,2019-09-15,
10,,205,2019-09-15,
11,,194,2019-09-15,
12,,104,2019-09-15,
13,,139,2019-09-15,
14,,171,2019-09-15,
15,,138,2019-09-15,
16,,98,2019-09-15,
17,,40,2019-09-15,
18,,45,2019-09-15,
19,,23,2019-09-15,
20,,11,2019-09-15,
21,,9,2019-09-15,
22,,11,2019-09-15,
23,,25,2019-09-15,
0,,41,2019-09-16,
1,,203,2019-09-16,
2,,222,2019-09-16,
3,,263,2019-09-16,
4,,181,2019-09-16,
5,,169,2019-09-16,
6,,178,2019-09-16,
7,,183,2019-09-16,
8,,196,2019-09-16,
9,,166,2019-09-16,
10,,205,2019-09-16,
11,,194,2019-09-16,
12,,104,2019-09-16,
13,,139,2019-09-16,
14,,171,2019-09-16,
15,,138,2019-09-16,
16,,98,2019-09-16,
17,,40,2019-09-16,
18,,45,2019-09-16,
19,,23,2019-09-16,
20,,11,2019-09-16,
21,,9,2019-09-16,
22,,11,2019-09-16,
23,,25,2019-09-16,
0,,41,2019-09-17,
1,,203,2019-09-17,
2,,222,2019-09-17,
3,,263,2019-09-17,
4,,181,2019-09-17,
5,,169,2019-09-17,
6,,178,2019-09-17,
7,,183,2019-09-17,
8,,196,2019-09-17,
9,,166,2019-09-17,
10,,205,2019-09-17,
11,,194,2019-09-17,
12,,104,2019-09-17,
13,,139,2019-09-17,
14,,171,2019-09-17,
15,,138,2019-09-17,
16,,98,2019-09-17,
17,,40,2019-09-17,
18,,45,2019-09-17,
19,,23,2019-09-17,
20,,11,2019-09-17,
21,,9,2019-09-17,
22,,11,2019-09-17,
23,,25,2019-09-17,
0,,41,2019-09-18,
1,,203,2019-09-18,
2,,222,2019-09-18,
3,,263,2019-09-18,
4,,181,2019-09-18,
5,,169,2019-09-18,
6,,178,2019-09-18,
7,,183,2019-09-18,
8,,196,2019-09-18,
9,,166,2019-09-18,
10,,205,2019-09-18,
11,,194,2019-09-18,
12,,104,2019-09-18,
13,,139,2019-09-18,
14,,171,2019-09-18,
15,,138,2019-09-18,
16,,98,2019-09-18,
17,,40,2019-09-18,
18,,45,2019-09-18,
19,,23,2019-09-18,
20,,11,2019-09-18,
21,,9,2019-09-18,
22,,11,2019-09-18,
23,,25,2019-09-18,
0,,41,2019-09-19,
1,,203,2019-09-19,
2,,222,2019-09-19,
3,,263,2019-09-19,
4,,181,2019-09-19,
5,,169,2019-09-19,
6,,178,2019-09-19,
7,,183,2019-09-19,
8,,196,2019-09-19,
9,,166,2019-09-19,
10,,205,2019-09-19,
11,,194,2019-09-19,
12,,104,2019-09-19,
13,,139,2019-09-19,
14,,171,2019-09-19,
15,,138,2019-09-19,
16,,98,2019-09-19,
17,,40,2019-09-19,
18,,45,2019-09-19,
19,,23,2019-09-19,
20,,11,2019-09-19,
21,,9,2019-09-19,
22,,11,2019-09-19,
23,,25,2019-09-19,
0,,41,2019-09-20,
1,,203,2019-09-20,
2,,222,2019-09-20,
3,,263,2019-09-20,
4,,181,2019-09-20,
5,,169,2019-09-20,
6,,178,2019-09-20,
7,,183,2019-09-20,
8,,196,2019-09-20,
9,,166,2019-09-20,
10,,205,2019-09-20,
11,,194,2019-09-20,
12,,104,2019-09-20,
13,,139,2019-09-20,
14,,171,2019-09-20,
15,,138,2019-09-20,
16,,98,2019-09-20,
17,,40,2019-09-20,
18,,45,2019-09-20,
19,,23,2019-09-20,
20,,11,2019-09-20,
21,,9,2019-09-20,
22,,11,2019-09-20,
23,,25,2019-09-20,
0,,41,2019-09-21,
1,,203,2019-09-21,
2,,222,2019-09-21,
3,,263,2019-09-21,
4,,181,2019-09-21,
5,,169,2019-09-21,
6,,178,2019-09-21,
7,,183,2019-09-21,
8,,196,2019-09-21,
9,,166,2019-09-21,
10,,205,2019-09-21,
11,,194,2019-09-21,
12,,104,2019-09-21,
13,,139,2019-09-21,
14,,171,2019-09-21,
15,,138,2019-09-21,
16,,98,2019-09-21,
17,,40,2019-09-21,
18,,45,2019-09-21,
19,,23,2019-09-21,
20,,11,2019-09-21,
21,,9,2019-09-21,
22,,11,2019-09-21,
23,,25,2019-09-21,
0,,41,2019-09-22,
1,,203,2019-09-22,
2,,222,2019-09-22,
3,,263,2019-09-22,
4,,181,2019-09-22,
5,,169,2019-09-22,
6,,178,2019-09-22,
7,,183,2019-09-22,
8,,196,2019-09-22,
9,,166,2019-09-22,
